SAMPID	SMTSD
GTEX-13111-0626-SM-5LZVR	Adipose - Visceral (Omentum)
GTEX-13112-1126-SM-5GCMY	Adipose - Visceral (Omentum)
GTEX-13113-1126-SM-5LZU9	Adipose - Visceral (Omentum)
GTEX-1313W-1626-SM-5J1OE	Adipose - Visceral (Omentum)
GTEX-131XE-2026-SM-5LZW1	Adipose - Visceral (Omentum)
GTEX-131XF-0726-SM-5GIE5	Adipose - Visceral (Omentum)
GTEX-131XG-0126-SM-5K7UJ	Adipose - Visceral (Omentum)
GTEX-131XH-0826-SM-5GCN8	Adipose - Visceral (Omentum)
GTEX-131YS-1726-SM-5HL7G	Adipose - Visceral (Omentum)
GTEX-132AR-0526-SM-5J2MJ	Adipose - Visceral (Omentum)
GTEX-132NY-1126-SM-5PNVE	Adipose - Visceral (Omentum)
GTEX-132Q8-1726-SM-5EGK8	Adipose - Visceral (Omentum)
GTEX-132QS-0826-SM-5K7WV	Adipose - Visceral (Omentum)
GTEX-1339X-0726-SM-5L3FF	Adipose - Visceral (Omentum)
GTEX-133LE-0926-SM-5P9J1	Adipose - Visceral (Omentum)
GTEX-1399S-1426-SM-5PNYQ	Adipose - Visceral (Omentum)
GTEX-1399T-1326-SM-5PNVH	Adipose - Visceral (Omentum)
GTEX-139D8-1626-SM-5IJFZ	Adipose - Visceral (Omentum)
GTEX-139T6-0526-SM-5IJC9	Adipose - Visceral (Omentum)
GTEX-139TU-1426-SM-5LZY9	Adipose - Visceral (Omentum)
GTEX-139YR-0326-SM-5J1MC	Adipose - Visceral (Omentum)
GTEX-13CF3-1126-SM-5LZXB	Adipose - Visceral (Omentum)
GTEX-13D11-0526-SM-5LZYM	Adipose - Visceral (Omentum)
GTEX-13FH7-1926-SM-5J2OL	Adipose - Visceral (Omentum)
GTEX-13FHO-2026-SM-5J1OA	Adipose - Visceral (Omentum)
GTEX-13FTW-0426-SM-5K7X2	Adipose - Visceral (Omentum)
GTEX-13FTX-0626-SM-5J2NS	Adipose - Visceral (Omentum)
GTEX-13G51-0526-SM-5IJCQ	Adipose - Visceral (Omentum)
GTEX-13IVO-2426-SM-5K7V9	Adipose - Visceral (Omentum)
GTEX-13JUV-0626-SM-5J1MQ	Adipose - Visceral (Omentum)
GTEX-13N11-1826-SM-5IJDS	Adipose - Visceral (Omentum)
GTEX-13N1W-1226-SM-5K7UM	Adipose - Visceral (Omentum)
GTEX-13N2G-1926-SM-5J1O3	Adipose - Visceral (Omentum)
GTEX-13NYS-0726-SM-5J1OR	Adipose - Visceral (Omentum)
GTEX-13NZ9-2026-SM-5KM1U	Adipose - Visceral (Omentum)
GTEX-13NZB-0826-SM-5K7X5	Adipose - Visceral (Omentum)
GTEX-13O21-3126-SM-5J1OI	Adipose - Visceral (Omentum)
GTEX-13O3P-0926-SM-5IFFI	Adipose - Visceral (Omentum)
GTEX-13O3Q-1126-SM-5K7YK	Adipose - Visceral (Omentum)
GTEX-13O61-1926-SM-5KM1R	Adipose - Visceral (Omentum)
GTEX-13OVG-1326-SM-5K7Y3	Adipose - Visceral (Omentum)
GTEX-13OVH-1126-SM-5K7YP	Adipose - Visceral (Omentum)
GTEX-13OVJ-0926-SM-5K7U1	Adipose - Visceral (Omentum)
GTEX-13OVL-0826-SM-5L3GV	Adipose - Visceral (Omentum)
GTEX-13OW6-2426-SM-5K7WO	Adipose - Visceral (Omentum)
GTEX-13OW7-1126-SM-5K7V6	Adipose - Visceral (Omentum)
GTEX-13OW8-0326-SM-5L3FB	Adipose - Visceral (Omentum)
GTEX-13PDP-1226-SM-5K7TW	Adipose - Visceral (Omentum)
GTEX-13PL6-0926-SM-5KLYY	Adipose - Visceral (Omentum)
GTEX-13PL7-1226-SM-5SIAR	Adipose - Visceral (Omentum)
GTEX-13PVQ-2226-SM-5L3G9	Adipose - Visceral (Omentum)
GTEX-13PVR-0526-SM-5S2OB	Adipose - Visceral (Omentum)
GTEX-13QBU-1326-SM-5LU4K	Adipose - Visceral (Omentum)
GTEX-13RTK-0726-SM-5Q5EN	Adipose - Visceral (Omentum)
GTEX-13S7M-0826-SM-5QGQX	Adipose - Visceral (Omentum)
GTEX-13S86-0926-SM-5SI6I	Adipose - Visceral (Omentum)
GTEX-13U4I-1726-SM-5J1MF	Adipose - Visceral (Omentum)
GTEX-13VXT-0926-SM-5LU5K	Adipose - Visceral (Omentum)
GTEX-13VXU-1026-SM-5KLZE	Adipose - Visceral (Omentum)
GTEX-13W3W-1126-SM-5L3DO	Adipose - Visceral (Omentum)
GTEX-13W46-1226-SM-5SIAS	Adipose - Visceral (Omentum)
GTEX-13X6H-1726-SM-5Q5EH	Adipose - Visceral (Omentum)
GTEX-13X6I-1526-SM-5SIAC	Adipose - Visceral (Omentum)
GTEX-13X6K-0726-SM-5LU2Z	Adipose - Visceral (Omentum)
GTEX-144GN-0726-SM-5O98O	Adipose - Visceral (Omentum)
GTEX-145LT-1526-SM-5O98P	Adipose - Visceral (Omentum)
GTEX-145LU-1226-SM-5LU9B	Adipose - Visceral (Omentum)
GTEX-145LV-1026-SM-5O9AE	Adipose - Visceral (Omentum)
GTEX-145ME-0726-SM-5O9A3	Adipose - Visceral (Omentum)
GTEX-145MF-1026-SM-5Q5EQ	Adipose - Visceral (Omentum)
GTEX-145MI-0826-SM-5SI95	Adipose - Visceral (Omentum)
GTEX-146FH-2026-SM-5SI9I	Adipose - Visceral (Omentum)
GTEX-146FR-0226-SM-5Q5F6	Adipose - Visceral (Omentum)
GTEX-14753-2526-SM-5LU97	Adipose - Visceral (Omentum)
GTEX-147JS-1026-SM-5S2MP	Adipose - Visceral (Omentum)
GTEX-14A6H-1026-SM-5SIAZ	Adipose - Visceral (Omentum)
GTEX-14AS3-0426-SM-5QGQK	Adipose - Visceral (Omentum)
GTEX-14B4R-0526-SM-5QGQT	Adipose - Visceral (Omentum)
GTEX-14BIL-2426-SM-5QGQR	Adipose - Visceral (Omentum)
GTEX-14BIN-1226-SM-5S2OM	Adipose - Visceral (Omentum)
GTEX-14DAQ-2526-SM-5RQIO	Adipose - Visceral (Omentum)
GTEX-14E1K-0426-SM-5S2PF	Adipose - Visceral (Omentum)
GTEX-14ICL-0926-SM-5S2TU	Adipose - Visceral (Omentum)
GTEX-U8XE-1926-SM-3DB98	Adipose - Visceral (Omentum)
GTEX-UPK5-1826-SM-3GAEB	Adipose - Visceral (Omentum)
GTEX-VUSG-1426-SM-3GIJN	Adipose - Visceral (Omentum)
GTEX-W5X1-1426-SM-3GIKH	Adipose - Visceral (Omentum)
GTEX-WEY5-1326-SM-3GILS	Adipose - Visceral (Omentum)
GTEX-WFJO-1026-SM-3GIKL	Adipose - Visceral (Omentum)
GTEX-WFON-1226-SM-3TW8F	Adipose - Visceral (Omentum)
GTEX-WH7G-1126-SM-3NMBK	Adipose - Visceral (Omentum)
GTEX-WHPG-0626-SM-3NMBD	Adipose - Visceral (Omentum)
GTEX-WHWD-0826-SM-3LK6R	Adipose - Visceral (Omentum)
GTEX-WK11-2426-SM-3NMAA	Adipose - Visceral (Omentum)
GTEX-WL46-2026-SM-3LK7U	Adipose - Visceral (Omentum)
GTEX-WOFM-0726-SM-3MJF8	Adipose - Visceral (Omentum)
GTEX-WRHK-0826-SM-3MJFG	Adipose - Visceral (Omentum)
GTEX-WWTW-1326-SM-4MVNT	Adipose - Visceral (Omentum)
GTEX-WXYG-0926-SM-3NB2O	Adipose - Visceral (Omentum)
GTEX-WY7C-0926-SM-3NB34	Adipose - Visceral (Omentum)
GTEX-WYJK-1426-SM-3NM8V	Adipose - Visceral (Omentum)
GTEX-WYVS-0626-SM-4SOJY	Adipose - Visceral (Omentum)
GTEX-X3Y1-0926-SM-3P5YT	Adipose - Visceral (Omentum)
GTEX-X585-2526-SM-4QAS1	Adipose - Visceral (Omentum)
GTEX-X8HC-2326-SM-4QAS4	Adipose - Visceral (Omentum)
GTEX-XAJ8-0226-SM-4GIB2	Adipose - Visceral (Omentum)
GTEX-XBEC-1826-SM-4QASN	Adipose - Visceral (Omentum)
GTEX-XBED-1326-SM-4AT4F	Adipose - Visceral (Omentum)
GTEX-XBEW-1726-SM-4RGMA	Adipose - Visceral (Omentum)
GTEX-XGQ4-1026-SM-4AT4L	Adipose - Visceral (Omentum)
GTEX-XLM4-1026-SM-4AT51	Adipose - Visceral (Omentum)
GTEX-XMK1-0926-SM-4B66X	Adipose - Visceral (Omentum)
GTEX-XOT4-0826-SM-4B66Y	Adipose - Visceral (Omentum)
GTEX-XQ8I-1426-SM-4BOPW	Adipose - Visceral (Omentum)
GTEX-XUJ4-1726-SM-4BONW	Adipose - Visceral (Omentum)
GTEX-XUZC-1126-SM-4BOPZ	Adipose - Visceral (Omentum)
GTEX-XV7Q-1726-SM-4BRUU	Adipose - Visceral (Omentum)
GTEX-XXEK-1426-SM-4BRW1	Adipose - Visceral (Omentum)
GTEX-XYKS-1826-SM-4E3JV	Adipose - Visceral (Omentum)
GTEX-Y111-0926-SM-4SOIU	Adipose - Visceral (Omentum)
GTEX-Y114-1326-SM-4TT9A	Adipose - Visceral (Omentum)
GTEX-Y3I4-0726-SM-4TT7M	Adipose - Visceral (Omentum)
GTEX-Y5LM-0826-SM-4VDSW	Adipose - Visceral (Omentum)
GTEX-Y5V5-0226-SM-5S2N8	Adipose - Visceral (Omentum)
GTEX-Y5V6-0626-SM-4WWFY	Adipose - Visceral (Omentum)
GTEX-Y8E4-1226-SM-5IFIM	Adipose - Visceral (Omentum)
GTEX-Y8LW-0926-SM-4VBQ8	Adipose - Visceral (Omentum)
GTEX-Y9LG-1226-SM-4VBQA	Adipose - Visceral (Omentum)
GTEX-YEC3-0926-SM-5Q5AC	Adipose - Visceral (Omentum)
GTEX-YEC4-0926-SM-5PNXY	Adipose - Visceral (Omentum)
GTEX-YECK-1426-SM-5IFHE	Adipose - Visceral (Omentum)
GTEX-YFCO-1126-SM-5S2N9	Adipose - Visceral (Omentum)
GTEX-YJ89-1926-SM-5IFJ6	Adipose - Visceral (Omentum)
GTEX-Z9EW-0826-SM-5HL9T	Adipose - Visceral (Omentum)
GTEX-ZA64-0926-SM-5HL7H	Adipose - Visceral (Omentum)
GTEX-ZAB5-1126-SM-5Q5AD	Adipose - Visceral (Omentum)
GTEX-ZAJG-1626-SM-5HL7I	Adipose - Visceral (Omentum)
GTEX-ZC5H-1626-SM-5HL7L	Adipose - Visceral (Omentum)
GTEX-ZDTS-1826-SM-5S2N6	Adipose - Visceral (Omentum)
GTEX-ZDTT-0526-SM-5HL4M	Adipose - Visceral (Omentum)
GTEX-ZDXO-2326-SM-5LU9W	Adipose - Visceral (Omentum)
GTEX-ZDYS-2226-SM-5S2MI	Adipose - Visceral (Omentum)
GTEX-ZE7O-1526-SM-5J1NH	Adipose - Visceral (Omentum)
GTEX-ZE9C-1326-SM-5S2OW	Adipose - Visceral (Omentum)
GTEX-ZEX8-1226-SM-5S2OK	Adipose - Visceral (Omentum)
GTEX-ZF28-1426-SM-5S2OG	Adipose - Visceral (Omentum)
GTEX-ZF29-0826-SM-5S2NP	Adipose - Visceral (Omentum)
GTEX-ZF2S-1526-SM-5S2OO	Adipose - Visceral (Omentum)
GTEX-ZF3C-1026-SM-5S2OC	Adipose - Visceral (Omentum)
GTEX-ZG7Y-1626-SM-5S2NO	Adipose - Visceral (Omentum)
GTEX-ZGAY-1326-SM-5S2NS	Adipose - Visceral (Omentum)
GTEX-ZLV1-0926-SM-5S2MR	Adipose - Visceral (Omentum)
GTEX-ZLWG-0726-SM-5S2NG	Adipose - Visceral (Omentum)
GTEX-ZP4G-1326-SM-5EGIW	Adipose - Visceral (Omentum)
GTEX-ZPCL-1026-SM-5GCOX	Adipose - Visceral (Omentum)
GTEX-ZPIC-0726-SM-57WFM	Adipose - Visceral (Omentum)
GTEX-ZPU1-1226-SM-5HL71	Adipose - Visceral (Omentum)
GTEX-ZQG8-1026-SM-51MR9	Adipose - Visceral (Omentum)
GTEX-ZQUD-0526-SM-57WG4	Adipose - Visceral (Omentum)
GTEX-ZT9W-1026-SM-57WG5	Adipose - Visceral (Omentum)
GTEX-ZT9X-0926-SM-5O9C4	Adipose - Visceral (Omentum)
GTEX-ZTPG-2326-SM-57WFL	Adipose - Visceral (Omentum)
GTEX-ZTSS-1026-SM-5985N	Adipose - Visceral (Omentum)
GTEX-ZTX8-0726-SM-59HL9	Adipose - Visceral (Omentum)
GTEX-ZUA1-2126-SM-57YRB	Adipose - Visceral (Omentum)
GTEX-ZV6S-1626-SM-5NQ81	Adipose - Visceral (Omentum)
GTEX-ZV7C-0826-SM-59HK8	Adipose - Visceral (Omentum)
GTEX-ZVE2-1826-SM-51MRZ	Adipose - Visceral (Omentum)
GTEX-ZVP2-0226-SM-57WBD	Adipose - Visceral (Omentum)
GTEX-ZVT2-0226-SM-5GIE3	Adipose - Visceral (Omentum)
GTEX-ZVZP-1126-SM-5GICU	Adipose - Visceral (Omentum)
GTEX-ZXES-0926-SM-5E43O	Adipose - Visceral (Omentum)
GTEX-ZXG5-1626-SM-59HJK	Adipose - Visceral (Omentum)
GTEX-ZYFC-1826-SM-5GZZA	Adipose - Visceral (Omentum)
GTEX-ZYFG-1426-SM-5GICS	Adipose - Visceral (Omentum)
GTEX-ZYT6-2126-SM-5GZZ4	Adipose - Visceral (Omentum)
GTEX-ZYVF-1026-SM-5E44V	Adipose - Visceral (Omentum)
GTEX-ZYW4-2226-SM-5GZYG	Adipose - Visceral (Omentum)
GTEX-ZZ64-0626-SM-5GZWR	Adipose - Visceral (Omentum)
GTEX-ZZPU-0326-SM-5N9BJ	Adipose - Visceral (Omentum)
GTEX-111CU-0126-SM-5GZWZ	Adrenal Gland
GTEX-111YS-0126-SM-5987T	Adrenal Gland
GTEX-1122O-0326-SM-5H124	Adrenal Gland
GTEX-117YX-0126-SM-5EGH5	Adrenal Gland
GTEX-11DXX-0126-SM-5EGH7	Adrenal Gland
GTEX-11DXY-1626-SM-5H12L	Adrenal Gland
GTEX-11DXZ-0226-SM-5EGGZ	Adrenal Gland
GTEX-11EM3-0326-SM-5A5KJ	Adrenal Gland
GTEX-11EMC-0526-SM-5EGJN	Adrenal Gland
GTEX-11EQ9-0126-SM-5986I	Adrenal Gland
GTEX-11GSP-0326-SM-5A5KW	Adrenal Gland
GTEX-11I78-1826-SM-5A5M4	Adrenal Gland
GTEX-11NSD-0226-SM-5A5LR	Adrenal Gland
GTEX-11P7K-0126-SM-5986E	Adrenal Gland
GTEX-11TT1-0126-SM-5LUAA	Adrenal Gland
GTEX-11XUK-0126-SM-5CVLK	Adrenal Gland
GTEX-1211K-0126-SM-59HJE	Adrenal Gland
GTEX-12BJ1-0526-SM-5FQUD	Adrenal Gland
GTEX-12WSD-2126-SM-5LZWK	Adrenal Gland
GTEX-12WSG-0726-SM-5EGIG	Adrenal Gland
GTEX-12WSJ-0126-SM-5GCOM	Adrenal Gland
GTEX-12WSK-0326-SM-5GCOJ	Adrenal Gland
GTEX-12WSL-0326-SM-5CVMK	Adrenal Gland
GTEX-12WSN-0926-SM-5GCN1	Adrenal Gland
GTEX-12ZZZ-0926-SM-5N9EQ	Adrenal Gland
GTEX-13111-0326-SM-5DUXF	Adrenal Gland
GTEX-131XF-0126-SM-5DUVF	Adrenal Gland
GTEX-131XG-1326-SM-5DUX4	Adrenal Gland
GTEX-131YS-2026-SM-5P9J8	Adrenal Gland
GTEX-132AR-1726-SM-5EGHQ	Adrenal Gland
GTEX-132NY-2226-SM-5J2LZ	Adrenal Gland
GTEX-132QS-0126-SM-5IFH9	Adrenal Gland
GTEX-1339X-0826-SM-5J2O6	Adrenal Gland
GTEX-1399R-0326-SM-5KM1X	Adrenal Gland
GTEX-1399S-0426-SM-5IFG5	Adrenal Gland
GTEX-1399U-0226-SM-5P9J2	Adrenal Gland
GTEX-139YR-0126-SM-5IJEY	Adrenal Gland
GTEX-13CF3-0126-SM-5IFFM	Adrenal Gland
GTEX-13D11-0426-SM-5LZYA	Adrenal Gland
GTEX-13FH7-0226-SM-5IFGG	Adrenal Gland
GTEX-13FTW-0126-SM-5IJED	Adrenal Gland
GTEX-13N11-0826-SM-5IJFP	Adrenal Gland
GTEX-13O21-0126-SM-5IJE8	Adrenal Gland
GTEX-13O3O-1626-SM-5KM1O	Adrenal Gland
GTEX-13O61-0126-SM-5KM4P	Adrenal Gland
GTEX-13OVI-1226-SM-5J2ME	Adrenal Gland
GTEX-13OW6-1726-SM-5IJGI	Adrenal Gland
GTEX-13OW7-2726-SM-5L3HN	Adrenal Gland
GTEX-13PL7-1026-SM-5MR5C	Adrenal Gland
GTEX-13PVR-0226-SM-5RQJI	Adrenal Gland
GTEX-13QBU-0526-SM-5IJFE	Adrenal Gland
GTEX-13W3W-1326-SM-5LU4T	Adrenal Gland
GTEX-145LT-0126-SM-5S2QJ	Adrenal Gland
GTEX-145MN-0226-SM-5QGPY	Adrenal Gland
GTEX-146FR-1526-SM-5SIB8	Adrenal Gland
GTEX-147F4-2526-SM-5NQBB	Adrenal Gland
GTEX-14BMU-0126-SM-5S2Q9	Adrenal Gland
GTEX-14C38-1726-SM-5RQJC	Adrenal Gland
GTEX-14E1K-0626-SM-5S2PG	Adrenal Gland
GTEX-14H4A-0226-SM-5SI6Q	Adrenal Gland
GTEX-NFK9-1726-SM-3TW8P	Adrenal Gland
GTEX-O5YT-1326-SM-3MJGR	Adrenal Gland
GTEX-O5YV-1126-SM-3LK73	Adrenal Gland
GTEX-OHPK-1326-SM-3MJGN	Adrenal Gland
GTEX-OHPL-1326-SM-3MJGG	Adrenal Gland
GTEX-OIZH-1326-SM-3NB1H	Adrenal Gland
GTEX-OOBK-3125-SM-3LK5R	Adrenal Gland
GTEX-OXRK-0126-SM-3NB1E	Adrenal Gland
GTEX-P4QS-1326-SM-3NMCD	Adrenal Gland
GTEX-P4QT-1326-SM-3NMD3	Adrenal Gland
GTEX-PLZ5-0326-SM-3P614	Adrenal Gland
GTEX-PLZ6-0226-SM-3P61I	Adrenal Gland
GTEX-PW2O-0226-SM-48TC7	Adrenal Gland
GTEX-PWCY-0226-SM-48TD8	Adrenal Gland
GTEX-PWOO-0326-SM-48TDB	Adrenal Gland
GTEX-PX3G-1326-SM-48U18	Adrenal Gland
GTEX-Q2AH-0126-SM-48U2B	Adrenal Gland
GTEX-Q2AI-0226-SM-48U1D	Adrenal Gland
GTEX-Q734-0126-SM-48U1E	Adrenal Gland
GTEX-QCQG-0126-SM-48U27	Adrenal Gland
GTEX-QDVJ-1126-SM-48U1U	Adrenal Gland
GTEX-QDVN-0426-SM-48TZ6	Adrenal Gland
GTEX-QEG5-1826-SM-4R1JP	Adrenal Gland
GTEX-QLQ7-0126-SM-4R1JW	Adrenal Gland
GTEX-QLQW-0226-SM-447BJ	Adrenal Gland
GTEX-QMRM-0126-SM-4R1K9	Adrenal Gland
GTEX-R53T-0226-SM-48FEH	Adrenal Gland
GTEX-R55G-0126-SM-48FDS	Adrenal Gland
GTEX-REY6-1726-SM-48FDL	Adrenal Gland
GTEX-RM2N-0126-SM-48FDD	Adrenal Gland
GTEX-RUSQ-0226-SM-47JWT	Adrenal Gland
GTEX-S32W-0126-SM-4AD61	Adrenal Gland
GTEX-S33H-1326-SM-4AD6A	Adrenal Gland
GTEX-S341-0126-SM-4AD64	Adrenal Gland
GTEX-S3XE-0126-SM-4AD4R	Adrenal Gland
GTEX-S4Q7-0226-SM-4AD5O	Adrenal Gland
GTEX-S4Z8-0126-SM-4GICC	Adrenal Gland
GTEX-SUCS-0526-SM-4DM56	Adrenal Gland
GTEX-T6MO-0126-SM-4DM6X	Adrenal Gland
GTEX-TKQ2-0226-SM-4DM6V	Adrenal Gland
GTEX-TMMY-0126-SM-4DXTP	Adrenal Gland
GTEX-U3ZM-0226-SM-4DXTA	Adrenal Gland
GTEX-U3ZN-0826-SM-4DXSZ	Adrenal Gland
GTEX-U4B1-0126-SM-4DXSN	Adrenal Gland
GTEX-UJMC-0226-SM-4IHLH	Adrenal Gland
GTEX-V1D1-0226-SM-4JBHG	Adrenal Gland
GTEX-V955-0126-SM-4JBH5	Adrenal Gland
GTEX-VJYA-0526-SM-4KL1R	Adrenal Gland
GTEX-VUSG-1526-SM-4KKZH	Adrenal Gland
GTEX-W5WG-1126-SM-4LMK4	Adrenal Gland
GTEX-WFG8-0126-SM-4LVMH	Adrenal Gland
GTEX-WHPG-1526-SM-4M1ZK	Adrenal Gland
GTEX-WQUQ-0126-SM-4OOSS	Adrenal Gland
GTEX-X4EO-1726-SM-4QARN	Adrenal Gland
GTEX-X4LF-0126-SM-4QAS7	Adrenal Gland
GTEX-XMK1-0226-SM-4B65D	Adrenal Gland
GTEX-XQ3S-1726-SM-4BOOD	Adrenal Gland
GTEX-XUJ4-0126-SM-4BOP7	Adrenal Gland
GTEX-XUZC-0226-SM-4BOO7	Adrenal Gland
GTEX-XV7Q-0226-SM-4BRVL	Adrenal Gland
GTEX-XYKS-0926-SM-4BRVG	Adrenal Gland
GTEX-Y114-0526-SM-4TT8V	Adrenal Gland
GTEX-Y3IK-0226-SM-51MRJ	Adrenal Gland
GTEX-Y5LM-0126-SM-4VBRL	Adrenal Gland
GTEX-Y5V5-1326-SM-4V6G9	Adrenal Gland
GTEX-Y5V6-1926-SM-5IFIL	Adrenal Gland
GTEX-Y9LG-0126-SM-5Q59W	Adrenal Gland
GTEX-YB5E-0226-SM-5IFHI	Adrenal Gland
GTEX-YF7O-0126-SM-5IFIR	Adrenal Gland
GTEX-YFCO-0126-SM-4W1YT	Adrenal Gland
GTEX-ZA64-0226-SM-5HL9C	Adrenal Gland
GTEX-ZLFU-0826-SM-4WWBP	Adrenal Gland
GTEX-ZLV1-0226-SM-4WWC1	Adrenal Gland
GTEX-ZLWG-0126-SM-4WWC5	Adrenal Gland
GTEX-ZP4G-0126-SM-4YCE3	Adrenal Gland
GTEX-ZT9W-0126-SM-4YCFD	Adrenal Gland
GTEX-ZT9X-0126-SM-4YCFC	Adrenal Gland
GTEX-ZTSS-0326-SM-5987M	Adrenal Gland
GTEX-ZUA1-1926-SM-5E45E	Adrenal Gland
GTEX-ZVP2-0126-SM-5NQ7D	Adrenal Gland
GTEX-ZVT2-0826-SM-5GIEO	Adrenal Gland
GTEX-ZY6K-0126-SM-5SIAM	Adrenal Gland
GTEX-ZYFG-0926-SM-5BC5U	Adrenal Gland
GTEX-ZYWO-0126-SM-5GZWQ	Adrenal Gland
GTEX-ZZPU-1226-SM-5N9CK	Adrenal Gland
GTEX-111YS-0526-SM-5GZXJ	Artery - Aorta
GTEX-1122O-1126-SM-5NQ8X	Artery - Aorta
GTEX-1128S-0326-SM-5GZZF	Artery - Aorta
GTEX-117XS-0426-SM-5GZZN	Artery - Aorta
GTEX-117YW-0226-SM-5N9CM	Artery - Aorta
GTEX-11DXX-0426-SM-5EQ5F	Artery - Aorta
GTEX-11DXZ-0426-SM-5987Y	Artery - Aorta
GTEX-11DYG-1226-SM-5N9DC	Artery - Aorta
GTEX-11EM3-0226-SM-5985Y	Artery - Aorta
GTEX-11EMC-0926-SM-59863	Artery - Aorta
GTEX-11GS4-0326-SM-5N9F7	Artery - Aorta
GTEX-11GSP-1126-SM-5A5LM	Artery - Aorta
GTEX-11I78-0726-SM-5A5M1	Artery - Aorta
GTEX-11LCK-0726-SM-5PNYC	Artery - Aorta
GTEX-11NUK-0726-SM-5A5ME	Artery - Aorta
GTEX-11ONC-0926-SM-5BC5E	Artery - Aorta
GTEX-11P81-0326-SM-5HL6B	Artery - Aorta
GTEX-11P82-0126-SM-5HL72	Artery - Aorta
GTEX-11TT1-1226-SM-5Q5AV	Artery - Aorta
GTEX-11UD2-0826-SM-5EQKS	Artery - Aorta
GTEX-11ZTS-0826-SM-5EQ49	Artery - Aorta
GTEX-11ZVC-0326-SM-5CVLC	Artery - Aorta
GTEX-1211K-0326-SM-5FQT1	Artery - Aorta
GTEX-1212Z-0826-SM-5EQ51	Artery - Aorta
GTEX-12696-0426-SM-5EGL5	Artery - Aorta
GTEX-12C56-0226-SM-5N9FB	Artery - Aorta
GTEX-12KS4-0626-SM-5PNY4	Artery - Aorta
GTEX-12WSD-1326-SM-5GCNU	Artery - Aorta
GTEX-12WSK-0426-SM-5GCNS	Artery - Aorta
GTEX-12WSN-0326-SM-5GCP6	Artery - Aorta
GTEX-12ZZX-1026-SM-5LZUW	Artery - Aorta
GTEX-12ZZY-1326-SM-5GCNW	Artery - Aorta
GTEX-13111-0526-SM-5LZVF	Artery - Aorta
GTEX-13113-0526-SM-5GCN2	Artery - Aorta
GTEX-1313W-1026-SM-5EQ5I	Artery - Aorta
GTEX-131XF-0626-SM-5GIDS	Artery - Aorta
GTEX-131XW-2226-SM-5PNY1	Artery - Aorta
GTEX-131YS-1126-SM-5N9FQ	Artery - Aorta
GTEX-132AR-2126-SM-5K7XG	Artery - Aorta
GTEX-1339X-0526-SM-5KLYW	Artery - Aorta
GTEX-133LE-0226-SM-5PNY3	Artery - Aorta
GTEX-1399R-0626-SM-5K7UZ	Artery - Aorta
GTEX-1399T-0526-SM-5J1NC	Artery - Aorta
GTEX-1399U-0426-SM-5K7UU	Artery - Aorta
GTEX-139D8-1226-SM-5L3ED	Artery - Aorta
GTEX-139TS-0226-SM-5K7W5	Artery - Aorta
GTEX-139TU-1126-SM-5J1NY	Artery - Aorta
GTEX-139UW-0426-SM-5K7V4	Artery - Aorta
GTEX-139YR-0626-SM-5IJBT	Artery - Aorta
GTEX-13CF3-0526-SM-5IJBV	Artery - Aorta
GTEX-13D11-1426-SM-5K7Y9	Artery - Aorta
GTEX-13FH7-0326-SM-5J1MR	Artery - Aorta
GTEX-13FHO-1626-SM-5IJGB	Artery - Aorta
GTEX-13FLV-1426-SM-5J1N4	Artery - Aorta
GTEX-13FTX-0226-SM-5K7TX	Artery - Aorta
GTEX-13FTZ-0126-SM-5K7V3	Artery - Aorta
GTEX-13N2G-0526-SM-5MR5L	Artery - Aorta
GTEX-13NYB-0426-SM-5IJDD	Artery - Aorta
GTEX-13NZ9-1226-SM-5MR3J	Artery - Aorta
GTEX-13O1R-1026-SM-5KM2L	Artery - Aorta
GTEX-13O21-0426-SM-5K7VR	Artery - Aorta
GTEX-13O3O-1126-SM-5KM4Q	Artery - Aorta
GTEX-13O3P-1126-SM-5L3FG	Artery - Aorta
GTEX-13O61-0326-SM-5KM2O	Artery - Aorta
GTEX-13OVG-0826-SM-5L3D8	Artery - Aorta
GTEX-13OW5-0826-SM-5J1NE	Artery - Aorta
GTEX-13OW6-1526-SM-5L3HX	Artery - Aorta
GTEX-13OW8-1826-SM-5L3H1	Artery - Aorta
GTEX-13PVQ-1426-SM-5J1O4	Artery - Aorta
GTEX-13PVR-0826-SM-5S2PV	Artery - Aorta
GTEX-13QBU-0326-SM-5LU3F	Artery - Aorta
GTEX-13RTK-0126-SM-5RQHQ	Artery - Aorta
GTEX-13U4I-1026-SM-5LU3G	Artery - Aorta
GTEX-13VXT-0826-SM-5SIAP	Artery - Aorta
GTEX-13W46-1826-SM-5K7VA	Artery - Aorta
GTEX-13X6I-0926-SM-5LUAB	Artery - Aorta
GTEX-13X6K-1926-SM-5LU4O	Artery - Aorta
GTEX-13YAN-1526-SM-5LU3E	Artery - Aorta
GTEX-144GN-0326-SM-5O9AD	Artery - Aorta
GTEX-145MH-1026-SM-5Q5CI	Artery - Aorta
GTEX-145MO-1226-SM-5QGPC	Artery - Aorta
GTEX-146FH-1326-SM-5NQBI	Artery - Aorta
GTEX-146FQ-0826-SM-5LUAJ	Artery - Aorta
GTEX-146FR-1026-SM-5NQ9T	Artery - Aorta
GTEX-147F4-1026-SM-5Q5F9	Artery - Aorta
GTEX-1497J-1026-SM-5NQAV	Artery - Aorta
GTEX-14A5I-1326-SM-5SIAQ	Artery - Aorta
